DRG Definition,Provider Id,Provider Name,Provider City,Provider State,Average Covered Charges,Average Total Payments
292 - HEART FAILURE & SHOCK W CC,50644,LOS ANGELES METROPOLITAN MEDICAL CTR,LOS ANGELES,CA,45005.5,10032.85714
292 - HEART FAILURE & SHOCK W CC,50663,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,CA,28031.93103,10551
292 - HEART FAILURE & SHOCK W CC,50674,KAISER FOUNDATION HOSP SO SACRAMENTO,SACRAMENTO,CA,22058.58333,7827
292 - HEART FAILURE & SHOCK W CC,50678,ORANGE COAST MEMORIAL MEDICAL CENTER,FOUNTAIN VALLEY,CA,48585.16216,7552.432432
292 - HEART FAILURE & SHOCK W CC,50680,NORTHBAY VACAVALLEY HOSPITAL,VACAVILLE,CA,91566,8565.769231
292 - HEART FAILURE & SHOCK W CC,50684,MENIFEE VALLEY MEDICAL CENTER,SUN CITY,CA,23243.25806,6683.548387
292 - HEART FAILURE & SHOCK W CC,50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",RIVERSIDE,CA,13967.41176,6832.235294
292 - HEART FAILURE & SHOCK W CC,50688,SAINT LOUISE REGIONAL HOSPITAL,GILROY,CA,55191.72414,9499.793103
292 - HEART FAILURE & SHOCK W CC,50689,SAN RAMON REGIONAL MEDICAL CTR,SAN RAMON,CA,73409.03704,7990.62963
292 - HEART FAILURE & SHOCK W CC,50696,KECK HOSPITAL OF USC,LOS ANGELES,CA,71878.70968,12632.58065
292 - HEART FAILURE & SHOCK W CC,50701,SOUTHWEST HEALTHCARE SYSTEM,MURRIETA,CA,24637.21519,7188.202532
292 - HEART FAILURE & SHOCK W CC,50704,MISSION COMMUNITY HOSPITAL - PANORAMA,PANORAMA CITY,CA,20742.63636,9625.363636
292 - HEART FAILURE & SHOCK W CC,50709,DESERT VALLEY HOSPITAL,VICTORVILLE,CA,23761.7027,7225.837838
292 - HEART FAILURE & SHOCK W CC,50724,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD,CA,37194.90667,6997.373333
292 - HEART FAILURE & SHOCK W CC,50727,COMMUNITY HOSPITAL OF LONG BEACH,LONG BEACH,CA,65118.92857,6950
292 - HEART FAILURE & SHOCK W CC,50732,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,CA,35032.11538,6733.076923
292 - HEART FAILURE & SHOCK W CC,50735,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA,57303.73684,9194.421053
292 - HEART FAILURE & SHOCK W CC,50736,MONTEREY PARK HOSPITAL,MONTEREY PARK,CA,69673.42857,10611.14286
292 - HEART FAILURE & SHOCK W CC,50737,GARFIELD MEDICAL CENTER,MONTEREY PARK,CA,78367.90217,11190.51087
292 - HEART FAILURE & SHOCK W CC,50739,CENTINELA HOSPITAL MEDICAL CENTER,INGLEWOOD,CA,42908.61074,8689.214765
292 - HEART FAILURE & SHOCK W CC,50740,MARINA DEL REY HOSPITAL,MARINA DEL REY,CA,37824.69231,6662.692308
292 - HEART FAILURE & SHOCK W CC,50742,OLYMPIA MEDICAL CENTER,LOS ANGELES,CA,84434.57377,7630.983607
292 - HEART FAILURE & SHOCK W CC,50746,WESTERN MEDICAL CENTER SANTA ANA,SANTA ANA,CA,33578.16,9464.2
292 - HEART FAILURE & SHOCK W CC,50748,KAISER FOUNDATION HOSPITAL MANTECA,MANTECA,CA,39362.27273,6299.181818
292 - HEART FAILURE & SHOCK W CC,50752,BROTMAN MEDICAL CENTER,CULVER CITY,CA,55808.87805,7813.512195
292 - HEART FAILURE & SHOCK W CC,50755,SHERMAN OAKS HOSPITAL,SHERMAN OAKS,CA,23092.1,7600.1
292 - HEART FAILURE & SHOCK W CC,50757,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,CA,33977.61364,7798.363636
292 - HEART FAILURE & SHOCK W CC,50761,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,CA,56093.83951,7111.691358
292 - HEART FAILURE & SHOCK W CC,50763,SILVER LAKE MEDICAL CENTER,LOS ANGELES,CA,25281.0625,10708.75
292 - HEART FAILURE & SHOCK W CC,50764,SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,34871.36264,7854.747253
292 - HEART FAILURE & SHOCK W CC,50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,MORENO VALLEY,CA,18952.55,6004.2
292 - HEART FAILURE & SHOCK W CC,50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,MURRIETA,CA,30073.94737,6320.210526
292 - HEART FAILURE & SHOCK W CC,60001,NORTH COLORADO MEDICAL CENTER,GREELEY,CO,26803.36559,6677.365591
292 - HEART FAILURE & SHOCK W CC,60003,LONGMONT UNITED HOSPITAL,LONGMONT,CO,29466.09302,6256.976744
292 - HEART FAILURE & SHOCK W CC,60004,PLATTE VALLEY MEDICAL CENTER,BRIGHTON,CO,25355.90476,6866.714286
292 - HEART FAILURE & SHOCK W CC,60006,MONTROSE MEMORIAL HOSPITAL,MONTROSE,CO,12705.16667,6100
292 - HEART FAILURE & SHOCK W CC,60008,SAN LUIS VALLEY REGIONAL MEDICAL CENTER,ALAMOSA,CO,13265.1875,7029
292 - HEART FAILURE & SHOCK W CC,60009,EXEMPLA LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,26110.96875,6048.03125
292 - HEART FAILURE & SHOCK W CC,60010,POUDRE VALLEY HOSPITAL,FORT COLLINS,CO,19707.08861,5939.582278
292 - HEART FAILURE & SHOCK W CC,60011,DENVER HEALTH MEDICAL CENTER,DENVER,CO,20929.82143,10623.25
292 - HEART FAILURE & SHOCK W CC,60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,PUEBLO,CO,28451.05128,6239.487179
292 - HEART FAILURE & SHOCK W CC,60013,MERCY REGIONAL MEDICAL CENTER,DURANGO,CO,19818.80952,7670.380952
292 - HEART FAILURE & SHOCK W CC,60014,PRESBYTERIAN/ST LUKE'S MEDICAL CENTER,DENVER,CO,28632.35484,7429.419355
292 - HEART FAILURE & SHOCK W CC,60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,LAKEWOOD,CO,35774.93333,6250.1
292 - HEART FAILURE & SHOCK W CC,60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,CANON CITY,CO,24673.82353,6789.823529
292 - HEART FAILURE & SHOCK W CC,60020,PARKVIEW MEDICAL CENTER INC,PUEBLO,CO,24936.18,6228.06
292 - HEART FAILURE & SHOCK W CC,60022,MEMORIAL HOSPITAL CENTRAL,COLORADO SPRING,CO,24805.13986,6638.524476
292 - HEART FAILURE & SHOCK W CC,60023,ST MARYS HOSPITAL AND MEDICAL CENTER,GRAND JUNCTION,CO,22092.77083,7086.791667
292 - HEART FAILURE & SHOCK W CC,60024,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,AURORA,CO,34687.60825,10927.29897
292 - HEART FAILURE & SHOCK W CC,60027,BOULDER COMMUNITY HOSPITAL,BOULDER,CO,31078.59375,5756.15625
292 - HEART FAILURE & SHOCK W CC,60028,EXEMPLA SAINT JOSEPH HOSPITAL,DENVER,CO,33084.32,6852.68
292 - HEART FAILURE & SHOCK W CC,60030,MCKEE MEDICAL CENTER,LOVELAND,CO,18665.12903,5610.580645
292 - HEART FAILURE & SHOCK W CC,60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,COLORADO SPRING,CO,21301.88043,5975.5
292 - HEART FAILURE & SHOCK W CC,60032,ROSE MEDICAL CENTER,DENVER,CO,43391.83721,6776.116279
292 - HEART FAILURE & SHOCK W CC,60034,SWEDISH MEDICAL CENTER,ENGLEWOOD,CO,34662.83582,6291.059701
292 - HEART FAILURE & SHOCK W CC,60036,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,LA JUNTA,CO,10648.88462,6733.653846
292 - HEART FAILURE & SHOCK W CC,60044,COLORADO PLAINS MEDICAL CENTER,FORT MORGAN,CO,25696.22222,7517.277778
292 - HEART FAILURE & SHOCK W CC,60054,COMMUNITY HOSPITAL,GRAND JUNCTION,CO,16268,5736.857143
292 - HEART FAILURE & SHOCK W CC,60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,DENVER,CO,30979.82222,6622.422222
292 - HEART FAILURE & SHOCK W CC,60065,NORTH SUBURBAN MEDICAL CENTER,THORNTON,CO,36989.5,6639.75
292 - HEART FAILURE & SHOCK W CC,60071,DELTA COUNTY MEMORIAL HOSPITAL,DELTA,CO,10830.42857,5711.52381
292 - HEART FAILURE & SHOCK W CC,60076,STERLING REGIONAL MEDCENTER,STERLING,CO,11988.07143,8607.214286
292 - HEART FAILURE & SHOCK W CC,60100,"MEDICAL CENTER OF AURORA, THE",AURORA,CO,34546.62687,6497.597015
292 - HEART FAILURE & SHOCK W CC,60104,CENTURA HEALTH-ST ANTHONY NORTH HOSPITAL,WESTMINSTER,CO,26700.66667,6619.388889
292 - HEART FAILURE & SHOCK W CC,60112,SKY RIDGE MEDICAL CENTER,LONE TREE,CO,39542.22222,6005.733333
292 - HEART FAILURE & SHOCK W CC,60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,LITTLETON,CO,45593.6875,6065.75
292 - HEART FAILURE & SHOCK W CC,60114,PARKER ADVENTIST HOSPITAL,PARKER,CO,32591.21053,6096.315789
292 - HEART FAILURE & SHOCK W CC,60116,EXEMPLA GOOD SAMARITAN MEDICAL CENTER LLC,LAFAYETTE,CO,26469.76471,5738.117647
292 - HEART FAILURE & SHOCK W CC,60119,MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO,24656.44118,6278.323529
292 - HEART FAILURE & SHOCK W CC,70001,HOSPITAL OF ST RAPHAEL,NEW HAVEN,CT,29461.96209,8362.834123
292 - HEART FAILURE & SHOCK W CC,70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,HARTFORD,CT,21735.36364,8485.281385
292 - HEART FAILURE & SHOCK W CC,70003,DAY KIMBALL HOSPITAL,PUTNAM,CT,9893.210526,6515.210526
292 - HEART FAILURE & SHOCK W CC,70004,SHARON HOSPITAL,SHARON,CT,18808.64286,9415.321429
292 - HEART FAILURE & SHOCK W CC,70005,WATERBURY HOSPITAL,WATERBURY,CT,26965.53165,7716.544304
292 - HEART FAILURE & SHOCK W CC,70006,STAMFORD HOSPITAL,STAMFORD,CT,34167.49091,8313.1
292 - HEART FAILURE & SHOCK W CC,70007,LAWRENCE & MEMORIAL HOSPITAL,NEW LONDON,CT,15646.18421,7143.640351
292 - HEART FAILURE & SHOCK W CC,70008,JOHNSON MEMORIAL HOSPITAL,STAFFORD SPRING,CT,17734.12195,6493.414634
292 - HEART FAILURE & SHOCK W CC,70010,BRIDGEPORT HOSPITAL,BRIDGEPORT,CT,29417,9814.606383
292 - HEART FAILURE & SHOCK W CC,70011,CHARLOTTE HUNGERFORD HOSPITAL,TORRINGTON,CT,10932.94545,6774
292 - HEART FAILURE & SHOCK W CC,70012,ROCKVILLE GENERAL HOSPITAL,ROCKVILLE,CT,16899.53846,6627.538462
292 - HEART FAILURE & SHOCK W CC,70015,NEW MILFORD HOSPITAL,NEW MILFORD,CT,22077.53846,7199.884615
292 - HEART FAILURE & SHOCK W CC,70016,SAINT MARYS HOSPITAL,WATERBURY,CT,13480.47674,8318.744186
292 - HEART FAILURE & SHOCK W CC,70017,MIDSTATE MEDICAL CENTER,MERIDEN,CT,18235.72826,6871.652174
292 - HEART FAILURE & SHOCK W CC,70018,GREENWICH HOSPITAL ASSOCIATION,GREENWICH,CT,27373.02326,7422.930233
292 - HEART FAILURE & SHOCK W CC,70019,"MILFORD HOSPITAL, INC",MILFORD,CT,20621.40909,6643.204545
292 - HEART FAILURE & SHOCK W CC,70020,MIDDLESEX HOSPITAL,MIDDLETOWN,CT,27009.50336,7060.147651
292 - HEART FAILURE & SHOCK W CC,70021,WINDHAM COMM MEM HOSP & HATCH HOSP,WILLIMANTIC,CT,14751.21277,9066.553191
292 - HEART FAILURE & SHOCK W CC,70022,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,31801.34944,10873.65799
292 - HEART FAILURE & SHOCK W CC,70024,WILLIAM W BACKUS HOSPITAL,NORWICH,CT,14399.2625,6840.1125
292 - HEART FAILURE & SHOCK W CC,70025,HARTFORD HOSPITAL,HARTFORD,CT,26526.85294,9565.952941
292 - HEART FAILURE & SHOCK W CC,70027,MANCHESTER MEMORIAL HOSPITAL,MANCHESTER,CT,16294.85,6764.516667
292 - HEART FAILURE & SHOCK W CC,70028,ST VINCENT'S MEDICAL CENTER,BRIDGEPORT,CT,28204.83019,8199.783019
292 - HEART FAILURE & SHOCK W CC,70029,BRISTOL HOSPITAL,BRISTOL,CT,19562.06667,6641.45
292 - HEART FAILURE & SHOCK W CC,70031,GRIFFIN HOSPITAL,DERBY,CT,26283.88,7899.2
292 - HEART FAILURE & SHOCK W CC,70033,DANBURY HOSPITAL,DANBURY,CT,17864.25523,8024.857741
292 - HEART FAILURE & SHOCK W CC,70034,NORWALK HOSPITAL ASSOCIATION,NORWALK,CT,29859.41748,8072.650485
292 - HEART FAILURE & SHOCK W CC,70035,"HOSPITAL OF CENTRAL CONNECTICUT, THE",NEW BRITAIN,CT,21772.34459,7685.5
292 - HEART FAILURE & SHOCK W CC,70036,JOHN DEMPSEY HOSPITAL,FARMINGTON,CT,20611.28333,11889.03333
292 - HEART FAILURE & SHOCK W CC,70039,MASONIC HOME AND HOSPITAL,WALLINGFORD,CT,5144.823529,6420.411765
292 - HEART FAILURE & SHOCK W CC,80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",NEWARK,DE,16482.74505,7791.465934
292 - HEART FAILURE & SHOCK W CC,80003,ST FRANCIS HOSPITAL,WILMINGTON,DE,21474.8,7325.516667
292 - HEART FAILURE & SHOCK W CC,80004,BAYHEALTH - KENT GENERAL HOSPITAL,DOVER,DE,15608.49565,6544.147826
292 - HEART FAILURE & SHOCK W CC,80006,NANTICOKE MEMORIAL HOSPITAL,SEAFORD,DE,13998.17978,7737.808989
292 - HEART FAILURE & SHOCK W CC,80007,BEEBE MEDICAL CENTER,LEWES,DE,21723.54651,6446.627907
292 - HEART FAILURE & SHOCK W CC,80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,MILFORD,DE,17109.125,6008.25
292 - HEART FAILURE & SHOCK W CC,90001,GEORGE WASHINGTON UNIV HOSPITAL,WASHINGTON,DC,27489.6,9189.778947
292 - HEART FAILURE & SHOCK W CC,90003,HOWARD UNIVERSITY HOSPITAL,WASHINGTON,DC,29525.4918,13175.59016
292 - HEART FAILURE & SHOCK W CC,90004,GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC,27494.96429,10139.39286
292 - HEART FAILURE & SHOCK W CC,90005,SIBLEY MEMORIAL HOSPITAL,WASHINGTON,DC,23043.43636,6553.945455
292 - HEART FAILURE & SHOCK W CC,90006,PROVIDENCE HOSPITAL,WASHINGTON,DC,20071.25806,8620.412903
292 - HEART FAILURE & SHOCK W CC,90008,UNITED MEDICAL CENTER,WASHINGTON,DC,28510.02083,8112.520833
292 - HEART FAILURE & SHOCK W CC,90011,WASHINGTON HOSPITAL CENTER,WASHINGTON,DC,26381.11677,9030.733533
292 - HEART FAILURE & SHOCK W CC,100001,SHANDS JACKSONVILLE MEDICAL CENTER,JACKSONVILLE,FL,21857.46203,8907.658228
292 - HEART FAILURE & SHOCK W CC,100002,BETHESDA MEMORIAL HOSPITAL,BOYNTON BEACH,FL,33762.24088,6714.218978
292 - HEART FAILURE & SHOCK W CC,100006,ORLANDO HEALTH,ORLANDO,FL,31806.56623,7000.718543
292 - HEART FAILURE & SHOCK W CC,100007,FLORIDA HOSPITAL,ORLANDO,FL,31359.82429,6586.755814
292 - HEART FAILURE & SHOCK W CC,100008,BAPTIST HOSPITAL OF MIAMI INC,MIAMI,FL,46092.29688,7893.441406
292 - HEART FAILURE & SHOCK W CC,100009,UNIVERSITY OF MIAMI HOSPITAL,MIAMI,FL,50003.88764,8068.651685
292 - HEART FAILURE & SHOCK W CC,100012,LEE MEMORIAL HOSPITAL,FORT MYERS,FL,21122.28077,6005.411538
292 - HEART FAILURE & SHOCK W CC,100014,BERT FISH MEDICAL CENTER,NEW SMYRNA BEAC,FL,14075.81481,5293.259259
292 - HEART FAILURE & SHOCK W CC,100017,HALIFAX HEALTH MEDICAL CENTER,DAYTONA BEACH,FL,16207.88182,6073.418182
292 - HEART FAILURE & SHOCK W CC,100018,NAPLES COMMUNITY HOSPITAL,NAPLES,FL,19995.88643,5850.969529
292 - HEART FAILURE & SHOCK W CC,100019,HOLMES REGIONAL MEDICAL CENTER,MELBOURNE,FL,23658.53543,5510.318898
292 - HEART FAILURE & SHOCK W CC,100022,JACKSON MEMORIAL HOSPITAL,MIAMI,FL,32776.15385,12880.23846
292 - HEART FAILURE & SHOCK W CC,100023,CITRUS MEMORIAL HOSPITAL,INVERNESS,FL,21372.4472,5342.049689
292 - HEART FAILURE & SHOCK W CC,100025,SACRED HEART HOSPITAL,PENSACOLA,FL,15547.14685,6440.517483
292 - HEART FAILURE & SHOCK W CC,100026,BAY MEDICAL CENTER,PANAMA CITY,FL,15078.54132,5678.177686
292 - HEART FAILURE & SHOCK W CC,100028,PARRISH MEDICAL CENTER,TITUSVILLE,FL,15404.5814,5753.813953
292 - HEART FAILURE & SHOCK W CC,100029,NORTH SHORE MEDICAL CENTER,MIAMI,FL,47360.22143,7719.835714
292 - HEART FAILURE & SHOCK W CC,100030,HEALTH CENTRAL,OCOEE,FL,25869.87952,6200.337349
292 - HEART FAILURE & SHOCK W CC,100032,BAYFRONT MEDICAL CENTER INC,SAINT PETERSBUR,FL,27751.4,6868.184615
292 - HEART FAILURE & SHOCK W CC,100034,MOUNT SINAI MEDICAL CENTER,MIAMI BEACH,FL,49659.77778,8311.509259
292 - HEART FAILURE & SHOCK W CC,100035,MANATEE MEMORIAL HOSPITAL,BRADENTON,FL,22161.01639,6144.647541
292 - HEART FAILURE & SHOCK W CC,100038,MEMORIAL REGIONAL HOSPITAL,HOLLYWOOD,FL,37223.76316,7157.782895
292 - HEART FAILURE & SHOCK W CC,100039,BROWARD HEALTH BROWARD GENERAL MEDICAL CENTER,FORT LAUDERDALE,FL,26434.88571,8669.528571
292 - HEART FAILURE & SHOCK W CC,100040,ST VINCENT'S MEDICAL CENTER,JACKSONVILLE,FL,18620.63745,5923.151394
292 - HEART FAILURE & SHOCK W CC,100043,MEASE HOSPITAL DUNEDIN,DUNEDIN,FL,20676.06818,5239.454545
292 - HEART FAILURE & SHOCK W CC,100044,MARTIN MEMORIAL MEDICAL CENTER,STUART,FL,30598.06211,5893.354037
292 - HEART FAILURE & SHOCK W CC,100045,FLORIDA HOSPITAL DELAND,DELAND,FL,22028.69565,6035.26087
292 - HEART FAILURE & SHOCK W CC,100046,FLORIDA HOSPITAL ZEPHYRHILLS,ZEPHYRHILLS,FL,33423.94118,5523.509804
292 - HEART FAILURE & SHOCK W CC,100047,CHARLOTTE REGIONAL MEDICAL CENTER,PUNTA GORDA,FL,22252.36538,5372.625
292 - HEART FAILURE & SHOCK W CC,100048,JAY HOSPITAL,JAY,FL,17831.38889,6457.166667
292 - HEART FAILURE & SHOCK W CC,100049,HIGHLANDS REGIONAL MEDICAL CENTER,SEBRING,FL,19238.81538,5422.815385
292 - HEART FAILURE & SHOCK W CC,100050,PALM SPRINGS GENERAL HOSPITAL,HIALEAH,FL,24608.69118,7919.323529
292 - HEART FAILURE & SHOCK W CC,100051,SOUTH LAKE HOSPITAL,CLERMONT,FL,26376.26374,5586.769231
292 - HEART FAILURE & SHOCK W CC,100052,WINTER HAVEN HOSPITAL,WINTER HAVEN,FL,29206.47863,5849.957265
292 - HEART FAILURE & SHOCK W CC,100053,HIALEAH HOSPITAL,HIALEAH,FL,63898.28571,9012.285714
292 - HEART FAILURE & SHOCK W CC,100054,TWIN CITIES HOSPITAL,NICEVILLE,FL,42411.07407,5050.814815
292 - HEART FAILURE & SHOCK W CC,100055,HELEN ELLIS MEMORIAL HOSPITAL,TARPON SPRINGS,FL,22913.71875,5336.828125
292 - HEART FAILURE & SHOCK W CC,100057,FLORIDA HOSPITAL WATERMAN,TAVARES,FL,19084.81333,5606.28
292 - HEART FAILURE & SHOCK W CC,100061,MERCY HOSPITAL INC,MIAMI,FL,28687.02778,7435.805556
292 - HEART FAILURE & SHOCK W CC,100062,MUNROE REGIONAL MEDICAL CENTER,OCALA,FL,19786.64384,5473.575342
292 - HEART FAILURE & SHOCK W CC,100063,MORTON PLANT NORTH BAY HOSPITAL,NEW PORT RICHEY,FL,21117.2439,5360.804878
292 - HEART FAILURE & SHOCK W CC,100067,ST ANTHONY'S HOSPITAL,SAINT PETERSBUR,FL,21537.46914,5608.876543
292 - HEART FAILURE & SHOCK W CC,100068,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,DAYTONA BEACH,FL,16871.56349,5594.698413
292 - HEART FAILURE & SHOCK W CC,100069,FLORIDA HOSPITAL CARROLLWOOD,TAMPA,FL,28257.93333,5821
292 - HEART FAILURE & SHOCK W CC,100070,VENICE REGIONAL MEDICAL CENTER,VENICE,FL,20338.5914,5356.483871
292 - HEART FAILURE & SHOCK W CC,100071,BROOKSVILLE REGIONAL HOSPITAL,BROOKSVILLE,FL,41387.4381,6218.209524
292 - HEART FAILURE & SHOCK W CC,100072,FLORIDA HOSPITAL FISH MEMORIAL,ORANGE CITY,FL,19691.11111,5624.707071
292 - HEART FAILURE & SHOCK W CC,100073,HOLY CROSS HOSPITAL INC,FORT LAUDERDALE,FL,31897.81871,5695.836257
292 - HEART FAILURE & SHOCK W CC,100075,ST JOSEPH'S HOSPITAL,TAMPA,FL,21919.50838,6508.888268
292 - HEART FAILURE & SHOCK W CC,100076,METROPOLITAN HOSPITAL OF MIAMI,MIAMI,FL,33000.51852,8455.777778
292 - HEART FAILURE & SHOCK W CC,100077,PEACE RIVER REGIONAL MEDICAL CENTER,PORT CHARLOTTE,FL,25955.04839,5917.33871
292 - HEART FAILURE & SHOCK W CC,100080,JFK MEDICAL CENTER,ATLANTIS,FL,35561.73462,6462.384615
292 - HEART FAILURE & SHOCK W CC,100081,HEALTHMARK REGIONAL MEDICAL CENTER,DEFUNIAK SPRING,FL,19502.14286,5751.952381
292 - HEART FAILURE & SHOCK W CC,100084,LEESBURG REGIONAL MEDICAL CENTER,LEESBURG,FL,21337.36686,5591.816568
292 - HEART FAILURE & SHOCK W CC,100086,BROWARD HEALTH NORTH BROWARD MEDICAL CENTER,POMPANO BEACH,FL,25105.34375,6234.125
292 - HEART FAILURE & SHOCK W CC,100087,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,17484.42857,5688.686636
292 - HEART FAILURE & SHOCK W CC,100088,BAPTIST MEDICAL CENTER,JACKSONVILLE,FL,27984.10849,6303.188679
292 - HEART FAILURE & SHOCK W CC,100090,FLAGLER HOSPITAL,SAINT AUGUSTINE,FL,30541.54412,7065.235294
292 - HEART FAILURE & SHOCK W CC,100092,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,ROCKLEDGE,FL,20596.83051,5733.805085
292 - HEART FAILURE & SHOCK W CC,100093,BAPTIST HOSPITAL,PENSACOLA,FL,22149.944,5811.576
292 - HEART FAILURE & SHOCK W CC,100099,LAKE WALES MEDICAL CENTER,LAKE WALES,FL,35498.76712,5525.657534
292 - HEART FAILURE & SHOCK W CC,100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,LAKE CITY,FL,26121.66038,6095.45283
292 - HEART FAILURE & SHOCK W CC,100105,INDIAN RIVER MEDICAL CENTER,VERO BEACH,FL,10956.26515,5922.681818
292 - HEART FAILURE & SHOCK W CC,100106,DOCTOR'S MEMORIAL HOSPITAL INC,PERRY,FL,11971.5625,6503.1875
292 - HEART FAILURE & SHOCK W CC,100107,LEHIGH REGIONAL MEDICAL CENTER,LEHIGH ACRES,FL,26974.59524,5628.166667
292 - HEART FAILURE & SHOCK W CC,100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,SEBRING,FL,23054.0099,5835.861386
292 - HEART FAILURE & SHOCK W CC,100110,OSCEOLA REGIONAL MEDICAL CENTER,KISSIMMEE,FL,43923.12174,6706.147826
292 - HEART FAILURE & SHOCK W CC,100113,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,GAINESVILLE,FL,20204.98276,9787.436782
292 - HEART FAILURE & SHOCK W CC,100117,BAPTIST MEDICAL CENTER  BEACHES,JACKSONVILLE BE,FL,30175.75,5386.78125
292 - HEART FAILURE & SHOCK W CC,100118,FLORIDA HOSPITAL FLAGLER,PALM COAST,FL,17036.16,6688.72
292 - HEART FAILURE & SHOCK W CC,100121,BARTOW REGIONAL MEDICAL CENTER,BARTOW,FL,19453.35,5375.65
292 - HEART FAILURE & SHOCK W CC,100122,NORTH OKALOOSA MEDICAL CENTER,CRESTVIEW,FL,40572.07692,7070.646154
292 - HEART FAILURE & SHOCK W CC,100124,SANTA ROSA MEDICAL CENTER,MILTON,FL,25786.6875,5964.875
292 - HEART FAILURE & SHOCK W CC,100125,HOMESTEAD HOSPITAL,HOMESTEAD,FL,34461.26531,7639.77551
292 - HEART FAILURE & SHOCK W CC,100126,PALMS OF PASADENA HOSPITAL,SAINT PETERSBUR,FL,21419.51923,5031.846154
292 - HEART FAILURE & SHOCK W CC,100127,MORTON PLANT HOSPITAL,CLEARWATER,FL,19220.71038,5891.918033
292 - HEART FAILURE & SHOCK W CC,100128,TAMPA GENERAL HOSPITAL,TAMPA,FL,39176.81395,8619.767442
292 - HEART FAILURE & SHOCK W CC,100130,LAKESIDE MEDICAL CENTER,BELLE GLADE,FL,33822.71429,7861.357143
292 - HEART FAILURE & SHOCK W CC,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,AVENTURA,FL,49843.99265,6341.169118
292 - HEART FAILURE & SHOCK W CC,100132,SOUTH FLORIDA BAPTIST HOSPITAL,PLANT CITY,FL,22312.52632,6372.078947
292 - HEART FAILURE & SHOCK W CC,100135,TALLAHASSEE MEMORIAL HEALTHCARE,TALLAHASSEE,FL,21780.73643,6423.883721
292 - HEART FAILURE & SHOCK W CC,100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,DAVENPORT,FL,43305.92,6039.693333
292 - HEART FAILURE & SHOCK W CC,100140,BAPTIST MEDICAL CENTER - NASSAU,FERNANDINA BEAC,FL,18053.94118,5660
292 - HEART FAILURE & SHOCK W CC,100142,JACKSON HOSPITAL,MARIANNA,FL,10404.60526,5578.684211
292 - HEART FAILURE & SHOCK W CC,100150,LOWER KEYS MEDICAL CENTER,KEY WEST,FL,41210.44444,8504.222222
292 - HEART FAILURE & SHOCK W CC,100151,MAYO CLINIC,JACKSONVILLE,FL,13998.80952,7632.542857
292 - HEART FAILURE & SHOCK W CC,100154,"SOUTH MIAMI HOSPITAL, INC",SOUTH MIAMI,FL,48512.77419,6738.532258
292 - HEART FAILURE & SHOCK W CC,100156,LAKE CITY MEDICAL CENTER,LAKE CITY,FL,26930.74286,7240.342857
292 - HEART FAILURE & SHOCK W CC,100157,LAKELAND REGIONAL MEDICAL CENTER,LAKELAND,FL,22268.89219,5794.881041
292 - HEART FAILURE & SHOCK W CC,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,SANFORD,FL,24293.81538,5905
292 - HEART FAILURE & SHOCK W CC,100166,DOCTORS HOSPITAL OF SARASOTA,SARASOTA,FL,38910.48611,5343.583333
292 - HEART FAILURE & SHOCK W CC,100167,PLANTATION GENERAL HOSPITAL,PLANTATION,FL,45281.88235,8065.980392
292 - HEART FAILURE & SHOCK W CC,100168,BOCA RATON REGIONAL HOSPITAL,BOCA RATON,FL,23742.05285,5792.158537
